#,MASTER_ACCOUNT,login_count_1M,login_count_2M,login_count_3M,login_count_6M
20071,165709,0,0,1,6
20072,165721,6,11,15,27
20073,165726,1,10,27,41
20074,165727,23,46,69,133
20075,165738,0,0,0,19
20076,165739,7,24,29,47
20077,165749,26,48,71,129
20078,165750,2,12,13,16
20079,165758,4,5,5,5
20080,165770,24,48,74,140
20081,165783,13,24,43,106
20082,165784,4,9,18,36
20083,165798,5,9,18,38
20084,165814,22,45,70,137
20085,165817,11,13,23,60
20086,165818,0,0,0,1
20087,165823,20,40,62,114
20088,165830,14,28,51,109
20089,165832,15,31,42,87
20090,165843,22,47,71,140
20091,165850,23,45,68,128
20092,165851,10,20,37,93
20093,165854,23,45,66,121
20094,165862,8,26,49,98
20095,165871,19,31,43,91
20096,165875,29,56,84,146
20097,165876,22,44,67,83
20098,165882,0,0,1,4
20099,165883,21,47,73,135
20100,165886,1,1,5,22
20101,165889,0,0,0,1
20102,165894,2,5,5,15
20103,165895,2,7,21,54
20104,165896,30,56,83,159
20105,165897,21,43,64,124
20106,165898,11,30,48,85
20107,165900,24,46,69,127
20108,165907,0,0,0,6
20109,165910,19,36,55,114
20110,165911,0,0,0,17
20111,165913,22,44,67,126
20112,165921,5,12,26,79
20113,165926,2,11,20,53
20114,165927,3,6,7,19
20115,165929,1,1,7,9
20116,165931,0,1,2,5
20117,165943,19,33,51,103
20118,165946,0,0,0,7
20119,165952,1,1,2,16
20120,165958,15,27,43,90
20121,165959,25,47,70,130
20122,165966,18,30,34,71
20123,165968,11,17,26,71
20124,165969,1,1,8,8
20125,165975,17,34,54,113
20126,165986,23,47,72,136
20127,165998,16,38,56,84
20128,166026,0,0,1,2
20129,166028,22,45,68,130
20130,166032,3,7,10,35
20131,166036,6,9,11,23
20132,166049,0,0,0,59
20133,166055,27,53,80,154
20134,166057,2,10,21,73
20135,166077,23,45,62,122
20136,166085,1,1,5,33
20137,166086,22,41,53,73
20138,166097,3,3,7,24
20139,166099,0,0,0,4
20140,166101,23,33,51,115
20141,166106,19,40,63,126
20142,166107,21,46,69,91
20143,166115,22,42,57,94
20144,166133,0,0,0,3
20145,166147,2,17,26,43
20146,166151,16,23,23,23
20147,166155,21,50,76,143
20148,166159,6,13,23,49
20149,166163,8,21,35,83
20150,166165,9,25,49,111
20151,166171,1,1,7,17
20152,166174,6,11,19,50
20153,166175,13,26,32,51
20154,166176,7,22,26,41
20155,166181,21,43,65,101
20156,166184,17,30,42,66
20157,166193,24,47,74,133
20158,166196,3,7,12,44
20159,166203,2,2,2,8
20160,166221,0,0,3,5
20161,166225,0,0,0,1
20162,166236,13,29,38,52
20163,166239,21,40,63,107
20164,166262,3,11,18,64
20165,166265,8,17,30,77
20166,166268,19,38,58,104
20167,166281,0,0,0,5
20168,166290,0,1,7,60
20169,166292,21,39,62,125
20170,166313,2,7,18,33
20171,166314,1,1,3,6
20172,166315,3,14,31,79
20173,166324,10,18,25,35
20174,166325,22,44,67,128
20175,166336,22,44,68,126
20176,166341,22,45,55,81
20177,166352,17,39,55,104
20178,166360,22,44,68,125
20179,166363,21,42,65,123
20180,166365,20,44,67,126
20181,166369,0,5,28,87
20182,166392,23,47,70,130
20183,166393,5,6,6,10
20184,166422,13,27,49,102
20185,166429,4,7,13,40
20186,166430,12,30,53,115
20187,166432,0,0,0,28
20188,166438,0,1,1,3
20189,166442,1,1,2,12
20190,166446,20,42,65,127
20191,166450,5,10,12,16
20192,166469,0,0,0,1
20193,166471,23,52,78,148
20194,166475,0,1,3,13
20195,166489,15,26,32,47
20196,166501,27,45,45,45
20197,166512,2,7,8,14
20198,166522,1,2,2,7
20199,166530,24,47,71,131
20200,166531,2,2,4,19
20201,166548,0,0,3,36
20202,166560,0,1,10,21
20203,166565,23,45,67,124
20204,166566,21,43,66,125
20205,166575,30,54,61,63
20206,166581,21,43,68,130
20207,166586,2,2,9,37
20208,166588,9,19,33,43
20209,166590,2,3,3,16
20210,166592,22,44,67,127
20211,166596,1,1,1,1
20212,166604,0,0,0,5
20213,166606,6,14,24,54
20214,166607,22,37,57,99
20215,166609,23,42,61,120
20216,166619,23,45,68,128
20217,166628,0,3,8,54
20218,166633,4,5,9,13
20219,166635,13,28,48,90
20220,166643,12,17,25,66
20221,166646,3,17,26,50
20222,166656,0,12,38,104
20223,166661,23,45,66,127
20224,166666,1,2,3,18
20225,166672,0,1,1,22
20226,166686,21,41,43,60
20227,166688,2,4,4,18
20228,166727,22,43,60,105
20229,166733,5,22,44,98
20230,166743,19,39,61,120
20231,166772,4,4,5,9
20232,166793,22,44,67,126
20233,166800,22,42,65,120
20234,166808,0,1,5,19
20235,166818,14,18,18,18
20236,166836,20,28,42,50
20237,166861,10,20,26,36
20238,166866,25,51,76,141
20239,166867,23,45,69,129
20240,166875,5,5,8,15
20241,166876,0,7,8,10
20242,166884,16,35,51,106
20243,166885,23,46,69,137
20244,166895,19,37,60,85
20245,166896,12,26,46,52
20246,166898,7,8,9,23
20247,166905,0,4,9,30
20248,166908,7,15,22,55
20249,166909,12,12,12,12
20250,166918,25,48,72,132
20251,166928,0,0,1,3
20252,166930,0,1,1,1
20253,166935,24,48,74,142
20254,166936,27,50,77,153
20255,166938,23,45,69,134
20256,166940,0,0,5,34
20257,166944,12,17,28,70
20258,166945,26,49,69,131
20259,166947,4,11,28,97
20260,166949,5,16,28,52
20261,166952,1,1,3,10
20262,166962,13,21,36,63
20263,166963,7,14,25,74
20264,166964,10,33,43,97
20265,166977,20,38,61,122
20266,166988,31,57,85,162
20267,166991,15,30,44,84
20268,167001,10,19,29,61
20269,167007,3,5,24,64
20270,167020,9,12,21,67
20271,167022,26,50,74,141
20272,167023,25,52,53,53
20273,167028,3,10,19,36
20274,167035,16,35,54,79
20275,167059,22,46,73,95
20276,167063,19,29,45,73
20277,167066,12,27,51,92
20278,167072,3,8,14,70
20279,167079,8,21,37,66
20280,167086,4,5,10,33
20281,167092,17,29,38,67
20282,167109,23,47,70,143
20283,167111,1,4,9,46
20284,167120,14,25,33,69
20285,167124,21,42,64,110
20286,167125,14,37,62,124
20287,167126,18,42,68,109
20288,167151,1,5,8,14
20289,167156,1,3,4,7
20290,167166,18,34,39,61
20291,167168,3,8,14,37
20292,167173,1,1,1,2
20293,167185,13,24,36,89
20294,167187,21,38,59,107
20295,167212,1,2,3,17
20296,167217,22,43,66,125
20297,167230,22,44,67,127
20298,167235,10,18,26,37
20299,167241,10,22,35,69
20300,167253,11,23,42,82
20301,167261,0,0,0,20
20302,167263,21,44,67,129
20303,167281,13,20,32,55
20304,167282,0,0,0,9
20305,167295,25,50,74,139
20306,167296,16,32,39,91
20307,167298,25,45,57,111
20308,167303,22,49,75,140
20309,167304,23,46,70,83
20310,167308,7,24,32,71
20311,167328,22,44,68,130
20312,167330,3,4,7,17
20313,167346,16,25,47,110
20314,167351,2,4,6,23
20315,167352,10,22,26,47
20316,167376,23,47,71,136
20317,167392,18,36,51,98
20318,167398,12,32,51,99
20319,167402,2,4,6,11
20320,167408,4,10,12,41
20321,167425,23,46,71,133
20322,167430,23,45,71,136
20323,167431,22,45,69,130
20324,167435,23,40,63,119
20325,167441,22,44,67,126
20326,167448,20,37,48,102
20327,167451,1,3,3,4
20328,167453,0,0,2,18
20329,167455,23,39,61,120
20330,167464,22,32,47,76
20331,167466,11,18,34,67
20332,167467,23,45,68,128
20333,167478,2,3,8,17
20334,167490,0,0,0,1
20335,167491,7,11,17,61
20336,167499,20,42,63,118
20337,167503,0,0,2,11
20338,167529,0,0,0,57
20339,167531,17,27,29,38
20340,167532,23,47,70,134
20341,167539,0,0,0,2
20342,167542,2,4,9,22
20343,167554,21,44,62,113
20344,167560,21,37,59,109
20345,167564,25,50,76,144
20346,167566,13,29,39,87
20347,167569,22,44,67,126
20348,167579,18,34,45,83
20349,167582,23,49,74,136
20350,167584,22,44,68,127
20351,167588,0,0,0,13
20352,167591,18,31,41,83
20353,167595,10,23,34,90
20354,167596,26,51,75,137
20355,167597,0,0,0,1
20356,167603,18,32,52,110
20357,167609,6,7,14,23
20358,167610,1,3,4,17
20359,167612,25,47,71,134
20360,167615,1,1,1,3
20361,167618,22,44,67,126
20362,167627,27,48,64,124
20363,167628,0,2,5,20
20364,167632,21,42,66,132
20365,167634,22,39,64,119
20366,167647,0,2,4,17
20367,167649,0,0,0,5
20368,167664,17,26,26,49
20369,167680,13,31,49,91
20370,167689,0,7,25,45
20371,167704,8,20,27,54
20372,167710,22,43,69,133
20373,167711,22,44,68,127
20374,167713,17,35,60,113
20375,167716,21,23,25,40
20376,167728,25,48,76,141
20377,167736,1,4,7,32
20378,167737,29,56,86,102
20379,167740,27,52,75,144
20380,167746,22,44,67,129
20381,167748,0,0,0,1
20382,167769,0,0,0,9
20383,167776,22,45,68,86
20384,167781,2,2,2,3
20385,167784,0,0,0,10
20386,167785,4,21,42,98
20387,167823,1,1,3,9
20388,167856,25,54,79,150
20389,167860,23,45,70,128
20390,167887,0,0,1,6
20391,167903,21,29,53,99
20392,167910,1,1,1,1
20393,167924,14,34,57,110
20394,167926,0,1,14,14
20395,167932,4,7,29,62
20396,167933,0,6,32,94
20397,167935,23,44,62,122
20398,167941,0,0,0,1
20399,167946,27,54,79,146
20400,167955,19,41,63,123
20401,167972,16,25,33,67
20402,167978,3,5,16,69
20403,167979,1,3,4,10
20404,167985,3,13,21,42
20405,167986,0,2,13,31
20406,167988,4,6,13,41
20407,167989,22,26,35,73
20408,167993,7,18,28,70
20409,167997,1,2,6,17
20410,168018,13,30,48,106
20411,168027,3,4,6,25
20412,168032,23,44,67,127
20413,168035,11,21,27,45
20414,168038,0,1,2,10
20415,168039,24,44,69,98
20416,168042,0,2,6,26
20417,168047,1,10,18,26
20418,168052,14,25,43,74
20419,168058,23,46,67,119
20420,168059,25,50,75,147
20421,168072,11,27,47,71
20422,168080,19,40,62,123
20423,168081,13,21,34,90
20424,168109,0,1,3,4
20425,168115,18,37,60,102
20426,168116,18,28,52,118
20427,168117,8,27,38,67
20428,168118,23,46,63,63
20429,168125,3,10,27,46
20430,168128,11,21,30,75
20431,168129,28,48,64,91
20432,168133,12,31,50,102
20433,168138,0,0,0,3
20434,168148,0,1,1,14
20435,168152,22,45,68,128
20436,168156,1,2,5,6
20437,168165,28,53,78,140
20438,168168,4,5,13,30
20439,168174,15,29,48,98
20440,168178,0,0,0,1
20441,168183,1,2,6,33
20442,168195,1,1,2,12
20443,168198,24,48,71,132
20444,168203,2,5,6,11
20445,168204,30,57,84,157
20446,168209,4,6,11,26
20447,168210,19,34,53,104
20448,168213,9,13,20,70
20449,168224,7,16,38,92
20450,168230,3,3,4,42
20451,168240,5,7,23,47
20452,168248,2,3,11,21
20453,168263,21,44,64,120
20454,168266,22,45,66,131
20455,168268,18,33,56,116
20456,168270,0,5,14,39
20457,168279,0,0,0,1
20458,168281,23,32,50,108
20459,168282,0,0,0,1
20460,168283,1,5,10,15
20461,168284,3,6,13,38
20462,168291,4,14,19,43
20463,168293,22,44,67,125
20464,168299,25,50,75,143
20465,168301,5,10,20,66
20466,168306,5,10,15,24
20467,168307,0,0,1,46
20468,168314,7,11,19,54
20469,168319,22,47,72,140
20470,168327,22,46,70,133
20471,168336,0,0,0,4
20472,168342,22,44,68,132
20473,168343,0,4,20,32
20474,168345,10,26,40,81
20475,168347,2,6,6,6
20476,168349,0,0,0,3
20477,168361,23,43,67,123
20478,168372,21,42,64,118
20479,168378,17,28,37,80
20480,168382,22,43,66,126
20481,168390,24,47,71,132
20482,168393,23,47,71,130
20483,168395,8,17,18,19
20484,168396,21,43,66,103
20485,168402,23,47,71,131
20486,168403,0,0,0,6
20487,168412,22,44,67,127
20488,168417,23,45,68,128
20489,168421,0,2,7,30
20490,168432,15,36,59,106
20491,168435,10,27,41,78
20492,168439,22,44,67,128
20493,168445,15,29,55,115
20494,168456,22,44,69,129
20495,168467,0,3,3,3
20496,168470,7,19,33,92
20497,168480,23,47,71,136
20498,168491,16,37,62,107
20499,168494,14,32,55,111
20500,168499,0,0,0,6
20501,168501,29,58,83,151
20502,168509,8,17,25,83
20503,168519,10,16,25,43
20504,168528,22,44,69,133
20505,168532,1,9,22,22
20506,168536,0,0,0,2
20507,168544,8,12,20,72
20508,168546,22,46,56,116
20509,168547,0,0,0,45
20510,168548,22,44,67,127
20511,168550,15,26,43,88
20512,168551,3,4,8,36
20513,168552,6,9,12,12
20514,168553,16,32,41,63
20515,168558,2,2,6,13
20516,168559,19,40,64,122
20517,168563,7,10,14,18
20518,168571,0,0,3,3
20519,168578,23,45,69,130
20520,168582,2,3,6,14
20521,168586,10,24,45,101
20522,168591,16,36,59,116
20523,168597,3,5,27,59
20524,168612,3,7,10,30
20525,168615,9,24,31,57
20526,168617,0,7,23,23
20527,168618,1,16,39,94
20528,168620,22,44,67,126
20529,168628,19,41,65,124
20530,168641,16,40,67,119
20531,168648,5,12,17,51
20532,168652,13,30,50,111
20533,168655,8,10,12,31
20534,168659,0,0,2,5
20535,168661,24,47,73,140
20536,168671,23,46,69,137
20537,168675,10,22,42,95
20538,168677,5,5,6,8
20539,168679,21,43,66,125
20540,168689,0,1,5,12
20541,168699,23,45,69,128
20542,168708,18,18,18,20
20543,168719,25,51,75,138
20544,168720,23,47,75,144
20545,168723,3,8,10,23
20546,168726,31,61,90,163
20547,168727,7,21,40,85
20548,168728,22,39,55,93
20549,168739,22,46,69,123
20550,168741,27,52,77,143
20551,168755,8,14,16,32
20552,168756,4,6,7,54
20553,168771,4,19,35,82
20554,168774,23,47,71,134
20555,168776,24,49,73,139
20556,168783,27,54,81,149
20557,168784,2,2,5,20
20558,168785,15,30,46,95
20559,168795,0,2,14,59
20560,168798,0,0,0,1
20561,168812,3,7,18,62
20562,168829,23,45,68,128
20563,168839,4,6,12,37
20564,168844,26,49,77,105
20565,168856,2,4,13,32
20566,168862,21,45,68,126
20567,168875,20,44,73,150
20568,168893,26,51,77,152
20569,168899,25,49,72,131
20570,168901,8,34,57,134
20571,168908,1,10,14,39
20572,168909,26,52,79,148
20573,168919,14,26,40,56
20574,168922,22,43,67,126
20575,168935,0,0,0,10
20576,168949,1,2,3,15
20577,168950,18,28,36,57
20578,168953,28,51,75,139
20579,168958,23,45,68,126
20580,168960,0,4,20,49
20581,168968,1,3,3,14
20582,168973,20,36,62,122
20583,168981,22,44,67,127
20584,168988,5,30,56,103
20585,168995,1,2,5,14
20586,168996,19,19,20,29
20587,168999,0,0,0,10
20588,169002,1,2,4,7
20589,169011,19,41,55,96
20590,169013,6,9,17,44
20591,169017,0,1,9,43
20592,169022,0,0,0,3
20593,169025,19,38,59,82
20594,169031,17,28,45,84
20595,169037,0,0,0,1
20596,169039,1,1,8,46
20597,169041,0,2,4,20
20598,169044,13,36,60,101
20599,169047,11,12,16,21
20600,169057,18,38,58,114
20601,169064,0,0,1,2
20602,169072,21,44,64,132
20603,169083,1,4,12,38
20604,169087,16,29,44,102
20605,169098,22,44,67,130
20606,169099,14,36,54,90
20607,169103,14,24,37,72
20608,169105,10,21,27,61
20609,169110,8,21,40,94
20610,169113,1,6,8,30
20611,169116,2,3,3,18
20612,169121,1,1,1,8
20613,169129,10,21,41,72
20614,169132,19,36,57,103
20615,169136,25,49,73,135
20616,169146,23,47,70,129
20617,169155,13,13,13,13
20618,169162,22,47,72,135
20619,169166,23,49,72,132
20620,169169,19,37,55,107
20621,169177,0,4,4,4
20622,169185,3,3,4,8
20623,169201,0,0,0,5
20624,169218,0,0,0,1
20625,169227,1,1,6,25
20626,169228,26,53,80,148
20627,169233,23,43,66,101
20628,169258,22,44,68,127
20629,169260,2,8,11,66
20630,169262,20,42,66,124
20631,169263,13,35,57,106
20632,169271,22,46,68,123
20633,169272,3,6,13,29
20634,169277,13,28,40,90
20635,169278,27,52,79,145
20636,169285,4,4,4,5
20637,169296,7,25,48,97
20638,169302,10,28,40,59
20639,169304,2,3,4,12
20640,169319,0,1,1,5
20641,169330,0,0,0,3
20642,169334,9,17,23,41
20643,169335,23,46,69,128
20644,169350,29,54,57,57
20645,169382,8,12,15,48
20646,169403,1,2,7,15
20647,169405,22,45,68,127
20648,169417,0,0,0,25
20649,169421,4,6,16,54
20650,169426,15,24,33,62
20651,169428,6,10,18,56
20652,169431,14,23,24,44
20653,169435,13,21,36,78
20654,169445,1,1,1,2
20655,169451,2,2,2,10
20656,169453,0,0,0,2
20657,169456,0,0,0,1
20658,169459,26,49,75,142
20659,169460,17,35,49,67
20660,169463,12,34,56,114
20661,169465,16,32,51,75
20662,169466,18,28,43,88
20663,169489,19,36,55,102
20664,169491,0,0,2,10
20665,169497,21,44,67,125
20666,169499,25,47,71,140
20667,169503,0,2,3,7
20668,169508,20,44,67,124
20669,169519,28,29,29,29
20670,169535,7,11,14,65
20671,169542,0,0,5,30
20672,169554,14,23,44,100
20673,169572,16,34,57,69
20674,169573,23,47,72,131
20675,169585,1,3,10,14
20676,169601,0,0,0,8
20677,169607,24,44,66,109
20678,169609,10,24,42,103
20679,169623,1,19,34,79
20680,169624,8,16,25,56
20681,169627,22,45,68,127
20682,169628,22,38,60,114
20683,169644,1,8,14,31
20684,169649,6,8,9,16
20685,169655,23,43,67,73
20686,169656,2,9,10,18
20687,169657,24,42,66,128
20688,169663,20,42,65,125
20689,169669,0,7,16,28
20690,169672,1,3,3,6
20691,169674,2,7,33,63
20692,169677,9,25,53,64
20693,169679,28,54,81,155
20694,169683,20,37,54,99
20695,169687,23,46,72,139
20696,169692,2,2,2,2
20697,169693,2,9,15,34
20698,169696,14,25,29,54
20699,169711,0,0,0,7
20700,169715,12,18,23,44
20701,169716,2,2,4,30
20702,169746,0,0,1,6
20703,169753,3,4,8,23
20704,169759,3,10,27,35
20705,169767,5,11,20,73
20706,169774,0,0,0,4
20707,169778,22,45,69,128
20708,169792,0,0,0,3
20709,169797,2,2,2,9
20710,169806,25,49,75,127
20711,169807,22,44,68,130
20712,169815,0,0,1,2
20713,169818,23,45,70,133
20714,169822,22,44,67,127
20715,169831,1,1,1,1
20716,169835,5,6,7,8
20717,169837,1,5,11,33
20718,169852,23,43,44,44
20719,169856,7,9,14,16
20720,169858,20,42,63,120
20721,169859,2,6,9,29
20722,169868,11,18,21,33
20723,169869,25,49,76,145
20724,169882,24,49,74,135
20725,169883,17,27,41,89
20726,169884,1,1,1,1
20727,169888,6,6,10,17
20728,169898,0,13,15,28
20729,169899,23,44,69,124
20730,169903,2,2,2,2
20731,169919,0,2,3,10
20732,169936,22,29,32,59
20733,169939,23,45,68,138
20734,169945,0,0,6,7
20735,169963,22,43,67,118
20736,169969,1,1,1,3
20737,169970,0,1,2,10
20738,169975,0,0,1,4
20739,169988,16,29,49,108
20740,169999,4,6,10,20
20741,170008,31,58,88,169
20742,170104,3,12,15,43
20743,170182,2,6,8,32
20744,170184,3,12,27,71
20745,170185,7,11,12,12
20746,170197,1,1,1,32
20747,170199,0,0,1,19
20748,170201,29,55,85,164
20749,170211,4,6,12,24
20750,170217,0,0,0,3
20751,170222,23,43,61,120
20752,170224,11,25,43,96
20753,170226,10,21,33,51
20754,170227,3,7,7,20
20755,170228,3,4,12,32
20756,170234,19,38,51,105
20757,170236,1,1,2,9
20758,170244,28,54,82,158
20759,170250,0,0,0,1
20760,170251,0,0,1,2
20761,170256,9,24,41,67
20762,170261,9,15,34,86
20763,170267,11,13,13,17
20764,170277,0,1,7,7
20765,170282,12,23,28,58
20766,170293,0,0,10,53
20767,170297,2,3,10,26
20768,170300,17,20,21,32
20769,170305,3,3,3,4
20770,170306,15,28,45,95
20771,170307,0,0,2,4
20772,170308,0,0,0,33
20773,170313,2,6,7,44
20774,170324,0,0,0,19
20775,170328,1,1,1,8
20776,170338,13,18,18,22
20777,170344,24,48,74,143
20778,170345,2,2,2,7
20779,170358,10,30,54,116
20780,170364,2,2,3,10
20781,170367,24,47,70,135
20782,170372,15,39,64,121
20783,170382,25,48,72,137
20784,170417,23,46,69,128
20785,170439,1,3,4,11
20786,170442,1,7,15,32
20787,170457,25,52,80,137
20788,170464,0,0,0,2
20789,170481,24,47,72,137
20790,170492,0,1,1,40
20791,170502,5,8,15,45
20792,170509,23,45,68,124
20793,170515,14,15,16,34
20794,170516,4,17,39,90
20795,170524,0,0,0,2
20796,170533,1,1,2,40
20797,170539,5,11,14,59
20798,170543,23,45,70,139
20799,170545,23,46,69,132
20800,170550,1,3,11,37
20801,170559,0,0,1,13
20802,170570,1,4,5,13
20803,170579,3,6,15,35
20804,170584,0,0,0,4
20805,170589,23,45,70,133
20806,170593,24,50,75,142
20807,170596,1,6,22,55
20808,170597,1,2,10,47
20809,170602,23,46,69,129
20810,170604,1,2,3,23
20811,170614,17,37,46,98
20812,170616,9,22,34,46
20813,170633,22,45,68,134
20814,170639,0,1,2,5
20815,170663,24,49,75,142
20816,170668,22,44,67,127
20817,170672,17,38,61,116
20818,170681,23,45,70,136
20819,170682,3,3,4,11
20820,170692,3,17,23,58
20821,170703,4,6,22,82
20822,170717,10,27,46,92
20823,170725,22,46,68,124
20824,170731,0,1,2,2
20825,170750,25,48,73,136
20826,170755,23,37,52,100
20827,170764,3,8,15,29
20828,170766,5,5,5,7
20829,170778,22,43,61,121
20830,170779,22,44,67,126
20831,170786,2,3,3,10
20832,170802,5,14,38,102
20833,170806,1,9,12,18
20834,170816,22,44,64,119
20835,170821,0,1,1,1
20836,170824,0,0,0,1
20837,170828,21,44,67,130
20838,170833,14,36,54,101
20839,170835,0,0,0,36
20840,170837,10,20,23,30
20841,170842,22,45,68,113
20842,170860,2,8,17,52
20843,170873,23,41,55,116
20844,170906,0,0,0,2
20845,170907,12,26,47,109
20846,170919,3,4,5,17
20847,170925,22,44,69,131
20848,170931,7,12,16,24
20849,170932,9,20,22,23
20850,170933,29,56,86,155
20851,170935,0,0,0,5
20852,170986,3,6,8,25
20853,170989,24,48,75,143
20854,170990,23,46,70,131
20855,171049,11,28,40,75
20856,171052,16,39,63,101
20857,171058,22,44,67,127
20858,171087,22,44,65,103
20859,171103,27,56,84,154
20860,171128,26,53,82,159
20861,171131,24,47,71,135
20862,171134,12,15,22,40
20863,171135,4,8,22,68
20864,171140,2,11,17,28
20865,171141,12,34,59,97
20866,171155,26,53,81,133
20867,171156,0,2,3,9
20868,171161,5,6,8,17
20869,171173,22,44,67,132
20870,171177,6,13,17,77
20871,171190,3,8,13,45
20872,171195,6,24,41,73
20873,171214,0,0,0,1
20874,171225,23,45,68,129
20875,171228,23,45,69,130
20876,171257,1,1,5,20
20877,171262,24,47,72,134
20878,171293,8,14,15,22
20879,171296,6,8,9,15
20880,171299,6,16,22,47
20881,171308,4,9,17,28
20882,171310,22,44,67,126
20883,171328,22,45,71,132
20884,171329,0,0,0,9
20885,171343,12,32,55,113
20886,171346,23,33,33,33
20887,171347,11,21,28,61
20888,171349,1,1,1,3
20889,171354,2,3,3,30
20890,171358,23,45,69,128
20891,171360,5,7,9,15
20892,171364,4,4,4,4
20893,171365,3,6,6,10
20894,171382,0,2,20,79
20895,171386,0,0,1,4
20896,171400,8,11,15,54
20897,171418,23,46,70,132
20898,171422,12,26,42,88
20899,171429,24,47,72,136
20900,171435,23,46,71,142
20901,171440,6,8,8,12
20902,171456,1,1,1,1
20903,171460,15,35,58,114
20904,171464,27,52,72,135
20905,171479,22,44,67,127
20906,171482,25,50,73,130
20907,171485,30,60,89,169
20908,171492,1,5,7,12
20909,171493,22,45,68,127
20910,171498,2,2,2,5
20911,171521,2,2,2,7
20912,171522,0,2,8,45
20913,171541,14,23,44,107
20914,171546,21,44,68,127
20915,171551,10,32,51,68
20916,171557,12,26,48,89
20917,171558,0,0,2,6
20918,171561,9,20,30,63
20919,171562,0,0,0,1
20920,171564,6,17,23,40
20921,171572,19,27,42,92
20922,171589,2,3,6,12
20923,171594,24,49,76,154
20924,171606,23,44,66,123
20925,171623,1,1,2,7
20926,171628,22,43,61,124
20927,171659,0,1,14,40
20928,171661,2,3,3,25
20929,171665,22,44,67,127
20930,171666,0,0,7,23
20931,171667,20,41,65,114
20932,171677,18,18,18,20
20933,171698,21,44,68,134
20934,171701,0,4,4,4
20935,171707,5,7,12,26
20936,171715,0,0,0,2
20937,171721,24,48,74,101
20938,171724,0,0,12,28
20939,171725,20,36,47,102
20940,171741,22,45,71,137
20941,171746,23,48,75,148
20942,171748,1,3,27,89
20943,171785,6,11,25,57
